type;period;value;invlevel;mtlevel
i(End Item);14;0;inv(low);mt(low)
i(End Item);15;0;inv(low);mt(low)
i(End Item);16;0;inv(low);mt(low)
i(End Item);17;0;inv(low);mt(low)
i(End Item);18;0;inv(low);mt(low)
i(End Item);19;0;inv(low);mt(low)
i(End Item);20;0;inv(low);mt(low)
y(Total Production);1;9;inv(med);mt(low)
y(Total Production);2;11;inv(med);mt(low)
y(Total Production);3;9.4;inv(med);mt(low)
y(Total Production);4;14.6;inv(med);mt(low)
y(Total Production);5;9;inv(med);mt(low)
y(Total Production);6;8;inv(med);mt(low)
y(Total Production);7;13;inv(med);mt(low)
y(Total Production);8;5.6;inv(med);mt(low)
y(Total Production);9;15.4;inv(med);mt(low)
y(Total Production);10;11;inv(med);mt(low)
y(Total Production);11;16.4;inv(med);mt(low)
y(Total Production);12;13.6;inv(med);mt(low)
y(Total Production);13;12;inv(med);mt(low)
y(Total Production);14;13;inv(med);mt(low)
y(Total Production);15;8;inv(med);mt(low)
y(Total Production);16;11;inv(med);mt(low)
y(Total Production);17;6;inv(med);mt(low)
y(Total Production);18;8;inv(med);mt(low)
y(Total Production);19;8;inv(med);mt(low)
y(Total Production);20;8;inv(med);mt(low)
u(WIP);1;0;inv(med);mt(low)
u(WIP);2;0;inv(med);mt(low)
u(WIP);3;-2;inv(med);mt(low)
u(WIP);4;0;inv(med);mt(low)
u(WIP);5;0;inv(med);mt(low)
u(WIP);6;-0.4;inv(med);mt(low)
u(WIP);7;0;inv(med);mt(low)
u(WIP);8;-6;inv(med);mt(low)
u(WIP);9;-3.2;inv(med);mt(low)
u(WIP);10;-4.8;inv(med);mt(low)
u(WIP);11;-1;inv(med);mt(low)
u(WIP);12;0;inv(med);mt(low)
u(WIP);13;-0.4;inv(med);mt(low)
u(WIP);14;0;inv(med);mt(low)
u(WIP);15;0;inv(med);mt(low)
u(WIP);16;0;inv(med);mt(low)
u(WIP);17;0;inv(med);mt(low)
u(WIP);18;0;inv(med);mt(low)
u(WIP);19;0;inv(med);mt(low)
u(WIP);20;0;inv(med);mt(low)
i(End Item);1;0;inv(med);mt(low)
i(End Item);2;0;inv(med);mt(low)
i(End Item);3;-2.4;inv(med);mt(low)
i(End Item);4;0;inv(med);mt(low)
i(End Item);5;0;inv(med);mt(low)
i(End Item);6;0;inv(med);mt(low)
i(End Item);7;0;inv(med);mt(low)
i(End Item);8;-1.6;inv(med);mt(low)
i(End Item);9;0;inv(med);mt(low)
i(End Item);10;0;inv(med);mt(low)
i(End Item);11;-0.4;inv(med);mt(low)
i(End Item);12;0;inv(med);mt(low)
i(End Item);13;0;inv(med);mt(low)
i(End Item);14;0;inv(med);mt(low)
i(End Item);15;0;inv(med);mt(low)
i(End Item);16;0;inv(med);mt(low)
i(End Item);17;0;inv(med);mt(low)
i(End Item);18;0;inv(med);mt(low)
i(End Item);19;0;inv(med);mt(low)
i(End Item);20;0;inv(med);mt(low)
y(Total Production);1;9;inv(high);mt(low)
y(Total Production);2;11;inv(high);mt(low)
y(Total Production);3;9.4;inv(high);mt(low)
y(Total Production);4;14.6;inv(high);mt(low)
y(Total Production);5;9;inv(high);mt(low)
y(Total Production);6;8;inv(high);mt(low)
y(Total Production);7;13;inv(high);mt(low)
y(Total Production);8;5.4;inv(high);mt(low)
y(Total Production);9;15.6;inv(high);mt(low)
y(Total Production);10;11;inv(high);mt(low)
y(Total Production);11;16.4;inv(high);mt(low)
y(Total Production);12;13.6;inv(high);mt(low)
y(Total Production);13;12;inv(high);mt(low)
y(Total Production);14;13;inv(high);mt(low)
y(Total Production);15;8;inv(high);mt(low)
y(Total Production);16;11;inv(high);mt(low)
y(Total Production);17;6;inv(high);mt(low)
y(Total Production);18;8;inv(high);mt(low)
y(Total Production);19;8;inv(high);mt(low)
y(Total Production);20;8;inv(high);mt(low)
u(WIP);1;0;inv(high);mt(low)
u(WIP);2;0;inv(high);mt(low)
u(WIP);3;-2;inv(high);mt(low)
u(WIP);4;0;inv(high);mt(low)
u(WIP);5;0;inv(high);mt(low)
u(WIP);6;-0.4;inv(high);mt(low)
u(WIP);7;0;inv(high);mt(low)
u(WIP);8;-6.2;inv(high);mt(low)
u(WIP);9;-3.2;inv(high);mt(low)
u(WIP);10;-4.8;inv(high);mt(low)
u(WIP);11;-1;inv(high);mt(low)
u(WIP);12;0;inv(high);mt(low)
u(WIP);13;-0.4;inv(high);mt(low)
u(WIP);14;0;inv(high);mt(low)
u(WIP);15;0;inv(high);mt(low)
u(WIP);16;0;inv(high);mt(low)
u(WIP);17;0;inv(high);mt(low)
u(WIP);18;0;inv(high);mt(low)
u(WIP);19;0;inv(high);mt(low)
u(WIP);20;0;inv(high);mt(low)
i(End Item);1;0;inv(high);mt(low)
i(End Item);2;0;inv(high);mt(low)
i(End Item);3;-2.4;inv(high);mt(low)
i(End Item);4;0;inv(high);mt(low)
i(End Item);5;0;inv(high);mt(low)
i(End Item);6;0;inv(high);mt(low)
i(End Item);7;0;inv(high);mt(low)
i(End Item);8;-1.4;inv(high);mt(low)
i(End Item);9;0;inv(high);mt(low)
i(End Item);10;0;inv(high);mt(low)
i(End Item);11;-0.4;inv(high);mt(low)
i(End Item);12;0;inv(high);mt(low)
i(End Item);13;0;inv(high);mt(low)
i(End Item);14;0;inv(high);mt(low)
i(End Item);15;0;inv(high);mt(low)
i(End Item);16;0;inv(high);mt(low)
i(End Item);17;0;inv(high);mt(low)
i(End Item);18;0;inv(high);mt(low)
i(End Item);19;0;inv(high);mt(low)
i(End Item);20;0;inv(high);mt(low)
y(Total Production);1;9;inv(low);mt(med)
y(Total Production);2;11;inv(low);mt(med)
y(Total Production);3;7.6;inv(low);mt(med)
y(Total Production);4;16.4;inv(low);mt(med)
y(Total Production);5;9;inv(low);mt(med)
y(Total Production);6;8;inv(low);mt(med)
y(Total Production);7;13;inv(low);mt(med)
y(Total Production);8;4;inv(low);mt(med)
y(Total Production);9;17;inv(low);mt(med)
y(Total Production);10;11;inv(low);mt(med)
y(Total Production);11;16;inv(low);mt(med)
y(Total Production);12;14;inv(low);mt(med)
y(Total Production);13;12;inv(low);mt(med)
y(Total Production);14;13;inv(low);mt(med)
y(Total Production);15;8;inv(low);mt(med)
y(Total Production);16;11;inv(low);mt(med)
y(Total Production);17;6;inv(low);mt(med)
y(Total Production);18;8;inv(low);mt(med)
y(Total Production);19;8;inv(low);mt(med)
y(Total Production);20;8;inv(low);mt(med)
u(WIP);1;0;inv(low);mt(med)
u(WIP);2;0;inv(low);mt(med)
u(WIP);3;-2;inv(low);mt(med)
u(WIP);4;0;inv(low);mt(med)
u(WIP);5;0;inv(low);mt(med)
u(WIP);6;0;inv(low);mt(med)
u(WIP);7;0;inv(low);mt(med)
u(WIP);8;-2.6;inv(low);mt(med)
u(WIP);9;0;inv(low);mt(med)
u(WIP);10;-1.6;inv(low);mt(med)
u(WIP);11;0;inv(low);mt(med)
u(WIP);12;0;inv(low);mt(med)
u(WIP);13;0;inv(low);mt(med)
u(WIP);14;0;inv(low);mt(med)
u(WIP);15;0;inv(low);mt(med)
u(WIP);16;0;inv(low);mt(med)
u(WIP);17;0;inv(low);mt(med)
u(WIP);18;0;inv(low);mt(med)
u(WIP);19;0;inv(low);mt(med)
u(WIP);20;0;inv(low);mt(med)
i(End Item);1;0;inv(low);mt(med)
i(End Item);2;0;inv(low);mt(med)
i(End Item);3;-0.6;inv(low);mt(med)
i(End Item);4;0;inv(low);mt(med)
i(End Item);5;0;inv(low);mt(med)
i(End Item);6;0;inv(low);mt(med)
i(End Item);7;0;inv(low);mt(med)
i(End Item);8;0;inv(low);mt(med)
i(End Item);9;0;inv(low);mt(med)
i(End Item);10;0;inv(low);mt(med)
i(End Item);11;0;inv(low);mt(med)
i(End Item);12;0;inv(low);mt(med)
i(End Item);13;0;inv(low);mt(med)
i(End Item);14;0;inv(low);mt(med)
i(End Item);15;0;inv(low);mt(med)
i(End Item);16;0;inv(low);mt(med)
i(End Item);17;0;inv(low);mt(med)
i(End Item);18;0;inv(low);mt(med)
i(End Item);19;0;inv(low);mt(med)
i(End Item);20;0;inv(low);mt(med)
y(Total Production);1;9;inv(med);mt(med)
y(Total Production);2;11;inv(med);mt(med)
y(Total Production);3;7.6;inv(med);mt(med)
y(Total Production);4;16.4;inv(med);mt(med)
y(Total Production);5;9;inv(med);mt(med)
y(Total Production);6;8;inv(med);mt(med)
y(Total Production);7;13;inv(med);mt(med)
y(Total Production);8;4;inv(med);mt(med)
y(Total Production);9;17;inv(med);mt(med)
y(Total Production);10;11;inv(med);mt(med)
y(Total Production);11;16;inv(med);mt(med)
y(Total Production);12;14;inv(med);mt(med)
y(Total Production);13;12;inv(med);mt(med)
y(Total Production);14;13;inv(med);mt(med)
y(Total Production);15;8;inv(med);mt(med)
y(Total Production);16;11;inv(med);mt(med)
y(Total Production);17;6;inv(med);mt(med)
y(Total Production);18;8;inv(med);mt(med)
y(Total Production);19;8;inv(med);mt(med)
y(Total Production);20;8;inv(med);mt(med)
u(WIP);1;0;inv(med);mt(med)
u(WIP);2;0;inv(med);mt(med)
u(WIP);3;-2;inv(med);mt(med)
u(WIP);4;0;inv(med);mt(med)
u(WIP);5;0;inv(med);mt(med)
u(WIP);6;0;inv(med);mt(med)
u(WIP);7;0;inv(med);mt(med)
u(WIP);8;-2.6;inv(med);mt(med)
u(WIP);9;0;inv(med);mt(med)
u(WIP);10;-1.6;inv(med);mt(med)
u(WIP);11;0;inv(med);mt(med)
u(WIP);12;0;inv(med);mt(med)
u(WIP);13;0;inv(med);mt(med)
u(WIP);14;0;inv(med);mt(med)
u(WIP);15;0;inv(med);mt(med)
u(WIP);16;0;inv(med);mt(med)
u(WIP);17;0;inv(med);mt(med)
u(WIP);18;0;inv(med);mt(med)
u(WIP);19;0;inv(med);mt(med)
u(WIP);20;0;inv(med);mt(med)
i(End Item);1;0;inv(med);mt(med)
i(End Item);2;0;inv(med);mt(med)
i(End Item);3;-0.6;inv(med);mt(med)
i(End Item);4;0;inv(med);mt(med)
i(End Item);5;0;inv(med);mt(med)
i(End Item);6;0;inv(med);mt(med)
i(End Item);7;0;inv(med);mt(med)
i(End Item);8;0;inv(med);mt(med)
i(End Item);9;0;inv(med);mt(med)
i(End Item);10;0;inv(med);mt(med)
i(End Item);11;0;inv(med);mt(med)
i(End Item);12;0;inv(med);mt(med)
i(End Item);13;0;inv(med);mt(med)
i(End Item);14;0;inv(med);mt(med)
i(End Item);15;0;inv(med);mt(med)
i(End Item);16;0;inv(med);mt(med)
i(End Item);17;0;inv(med);mt(med)
i(End Item);18;0;inv(med);mt(med)
i(End Item);19;0;inv(med);mt(med)
i(End Item);20;0;inv(med);mt(med)
y(Total Production);1;9;inv(high);mt(med)
y(Total Production);2;11;inv(high);mt(med)
y(Total Production);3;7.6;inv(high);mt(med)
y(Total Production);4;16.4;inv(high);mt(med)
y(Total Production);5;9;inv(high);mt(med)
y(Total Production);6;8;inv(high);mt(med)
y(Total Production);7;13;inv(high);mt(med)
y(Total Production);8;4;inv(high);mt(med)
y(Total Production);9;17;inv(high);mt(med)
y(Total Production);10;11;inv(high);mt(med)
y(Total Production);11;16;inv(high);mt(med)
y(Total Production);12;14;inv(high);mt(med)
y(Total Production);13;12;inv(high);mt(med)
y(Total Production);14;13;inv(high);mt(med)
y(Total Production);15;8;inv(high);mt(med)
y(Total Production);16;11;inv(high);mt(med)
y(Total Production);17;6;inv(high);mt(med)
y(Total Production);18;8;inv(high);mt(med)
y(Total Production);19;8;inv(high);mt(med)
y(Total Production);20;8;inv(high);mt(med)
u(WIP);1;0;inv(high);mt(med)
u(WIP);2;0;inv(high);mt(med)
u(WIP);3;-2;inv(high);mt(med)
u(WIP);4;0;inv(high);mt(med)
u(WIP);5;0;inv(high);mt(med)
u(WIP);6;0;inv(high);mt(med)
u(WIP);7;0;inv(high);mt(med)
u(WIP);8;-2.6;inv(high);mt(med)
u(WIP);9;0;inv(high);mt(med)
u(WIP);10;-1.6;inv(high);mt(med)
u(WIP);11;0;inv(high);mt(med)
u(WIP);12;0;inv(high);mt(med)
u(WIP);13;0;inv(high);mt(med)
u(WIP);14;0;inv(high);mt(med)
u(WIP);15;0;inv(high);mt(med)
u(WIP);16;0;inv(high);mt(med)
u(WIP);17;0;inv(high);mt(med)
u(WIP);18;0;inv(high);mt(med)
u(WIP);19;0;inv(high);mt(med)
u(WIP);20;0;inv(high);mt(med)
i(End Item);1;0;inv(high);mt(med)
i(End Item);2;0;inv(high);mt(med)
i(End Item);3;-0.6;inv(high);mt(med)
i(End Item);4;0;inv(high);mt(med)
i(End Item);5;0;inv(high);mt(med)
i(End Item);6;0;inv(high);mt(med)
i(End Item);7;0;inv(high);mt(med)
i(End Item);8;0;inv(high);mt(med)
i(End Item);9;0;inv(high);mt(med)
i(End Item);10;0;inv(high);mt(med)
i(End Item);11;0;inv(high);mt(med)
i(End Item);12;0;inv(high);mt(med)
i(End Item);13;0;inv(high);mt(med)
i(End Item);14;0;inv(high);mt(med)
i(End Item);15;0;inv(high);mt(med)
i(End Item);16;0;inv(high);mt(med)
i(End Item);17;0;inv(high);mt(med)
i(End Item);18;0;inv(high);mt(med)
i(End Item);19;0;inv(high);mt(med)
i(End Item);20;0;inv(high);mt(med)
y(Total Production);1;9;inv(low);mt(high)
y(Total Production);2;11;inv(low);mt(high)
y(Total Production);3;7;inv(low);mt(high)
y(Total Production);4;17;inv(low);mt(high)
y(Total Production);5;9;inv(low);mt(high)
y(Total Production);6;8;inv(low);mt(high)
y(Total Production);7;13;inv(low);mt(high)
y(Total Production);8;4;inv(low);mt(high)
y(Total Production);9;17;inv(low);mt(high)
y(Total Production);10;11;inv(low);mt(high)
y(Total Production);11;16;inv(low);mt(high)
y(Total Production);12;14;inv(low);mt(high)
y(Total Production);13;12;inv(low);mt(high)
y(Total Production);14;13;inv(low);mt(high)
y(Total Production);15;8;inv(low);mt(high)
y(Total Production);16;11;inv(low);mt(high)
y(Total Production);17;6;inv(low);mt(high)
y(Total Production);18;8;inv(low);mt(high)
y(Total Production);19;8;inv(low);mt(high)
y(Total Production);20;8;inv(low);mt(high)
u(WIP);1;0;inv(low);mt(high)
u(WIP);2;0;inv(low);mt(high)
u(WIP);3;-0.8;inv(low);mt(high)
u(WIP);4;0;inv(low);mt(high)
u(WIP);5;0;inv(low);mt(high)
u(WIP);6;0;inv(low);mt(high)
u(WIP);7;0;inv(low);mt(high)
u(WIP);8;-0.8;inv(low);mt(high)
u(WIP);9;0;inv(low);mt(high)
u(WIP);10;0;inv(low);mt(high)
u(WIP);11;0;inv(low);mt(high)
u(WIP);12;0;inv(low);mt(high)
u(WIP);13;0;inv(low);mt(high)
u(WIP);14;0;inv(low);mt(high)
u(WIP);15;0;inv(low);mt(high)
u(WIP);16;0;inv(low);mt(high)
u(WIP);17;0;inv(low);mt(high)
u(WIP);18;0;inv(low);mt(high)
u(WIP);19;0;inv(low);mt(high)
u(WIP);20;0;inv(low);mt(high)
i(End Item);1;0;inv(low);mt(high)
i(End Item);2;0;inv(low);mt(high)
i(End Item);3;0;inv(low);mt(high)
i(End Item);4;0;inv(low);mt(high)
i(End Item);5;0;inv(low);mt(high)
i(End Item);6;0;inv(low);mt(high)
i(End Item);7;0;inv(low);mt(high)
i(End Item);8;0;inv(low);mt(high)
i(End Item);9;0;inv(low);mt(high)
i(End Item);10;0;inv(low);mt(high)
i(End Item);11;0;inv(low);mt(high)
i(End Item);12;0;inv(low);mt(high)
i(End Item);13;0;inv(low);mt(high)
i(End Item);14;0;inv(low);mt(high)
i(End Item);15;0;inv(low);mt(high)
i(End Item);16;0;inv(low);mt(high)
i(End Item);17;0;inv(low);mt(high)
i(End Item);18;0;inv(low);mt(high)
i(End Item);19;0;inv(low);mt(high)
i(End Item);20;0;inv(low);mt(high)
y(Total Production);1;9;inv(med);mt(high)
y(Total Production);2;11;inv(med);mt(high)
y(Total Production);3;7;inv(med);mt(high)
y(Total Production);4;17;inv(med);mt(high)
y(Total Production);5;9;inv(med);mt(high)
y(Total Production);6;8;inv(med);mt(high)
y(Total Production);7;13;inv(med);mt(high)
y(Total Production);8;4;inv(med);mt(high)
y(Total Production);9;17;inv(med);mt(high)
y(Total Production);10;11;inv(med);mt(high)
y(Total Production);11;16;inv(med);mt(high)
y(Total Production);12;14;inv(med);mt(high)
y(Total Production);13;12;inv(med);mt(high)
y(Total Production);14;13;inv(med);mt(high)
y(Total Production);15;8;inv(med);mt(high)
y(Total Production);16;11;inv(med);mt(high)
y(Total Production);17;6;inv(med);mt(high)
y(Total Production);18;8;inv(med);mt(high)
y(Total Production);19;8;inv(med);mt(high)
y(Total Production);20;8;inv(med);mt(high)
u(WIP);1;0;inv(med);mt(high)
u(WIP);2;0;inv(med);mt(high)
u(WIP);3;-0.8;inv(med);mt(high)
u(WIP);4;0;inv(med);mt(high)
u(WIP);5;0;inv(med);mt(high)
u(WIP);6;0;inv(med);mt(high)
u(WIP);7;0;inv(med);mt(high)
u(WIP);8;-0.8;inv(med);mt(high)
u(WIP);9;0;inv(med);mt(high)
u(WIP);10;0;inv(med);mt(high)
u(WIP);11;0;inv(med);mt(high)
u(WIP);12;0;inv(med);mt(high)
u(WIP);13;0;inv(med);mt(high)
u(WIP);14;0;inv(med);mt(high)
u(WIP);15;0;inv(med);mt(high)
u(WIP);16;0;inv(med);mt(high)
u(WIP);17;0;inv(med);mt(high)
u(WIP);18;0;inv(med);mt(high)
u(WIP);19;0;inv(med);mt(high)
u(WIP);20;0;inv(med);mt(high)
i(End Item);1;0;inv(med);mt(high)
i(End Item);2;0;inv(med);mt(high)
i(End Item);3;0;inv(med);mt(high)
i(End Item);4;0;inv(med);mt(high)
i(End Item);5;0;inv(med);mt(high)
i(End Item);6;0;inv(med);mt(high)
i(End Item);7;0;inv(med);mt(high)
i(End Item);8;0;inv(med);mt(high)
i(End Item);9;0;inv(med);mt(high)
i(End Item);10;0;inv(med);mt(high)
i(End Item);11;0;inv(med);mt(high)
i(End Item);12;0;inv(med);mt(high)
i(End Item);13;0;inv(med);mt(high)
i(End Item);14;0;inv(med);mt(high)
i(End Item);15;0;inv(med);mt(high)
i(End Item);16;0;inv(med);mt(high)
i(End Item);17;0;inv(med);mt(high)
i(End Item);18;0;inv(med);mt(high)
i(End Item);19;0;inv(med);mt(high)
i(End Item);20;0;inv(med);mt(high)
y(Total Production);1;9;inv(high);mt(high)
y(Total Production);2;11;inv(high);mt(high)
y(Total Production);3;7;inv(high);mt(high)
y(Total Production);4;17;inv(high);mt(high)
y(Total Production);5;9;inv(high);mt(high)
y(Total Production);6;8;inv(high);mt(high)
y(Total Production);7;13;inv(high);mt(high)
y(Total Production);8;4;inv(high);mt(high)
y(Total Production);9;17;inv(high);mt(high)
y(Total Production);10;11;inv(high);mt(high)
y(Total Production);11;16;inv(high);mt(high)
y(Total Production);12;14;inv(high);mt(high)
y(Total Production);13;12;inv(high);mt(high)
y(Total Production);14;13;inv(high);mt(high)
y(Total Production);15;8;inv(high);mt(high)
y(Total Production);16;11;inv(high);mt(high)
y(Total Production);17;6;inv(high);mt(high)
y(Total Production);18;8;inv(high);mt(high)
y(Total Production);19;8;inv(high);mt(high)
y(Total Production);20;8;inv(high);mt(high)
u(WIP);1;0;inv(high);mt(high)
u(WIP);2;0;inv(high);mt(high)
u(WIP);3;-0.8;inv(high);mt(high)
u(WIP);4;0;inv(high);mt(high)
u(WIP);5;0;inv(high);mt(high)
u(WIP);6;0;inv(high);mt(high)
u(WIP);7;0;inv(high);mt(high)
u(WIP);8;-0.8;inv(high);mt(high)
u(WIP);9;0;inv(high);mt(high)
u(WIP);10;0;inv(high);mt(high)
u(WIP);11;0;inv(high);mt(high)
u(WIP);12;0;inv(high);mt(high)
u(WIP);13;0;inv(high);mt(high)
u(WIP);14;0;inv(high);mt(high)
u(WIP);15;0;inv(high);mt(high)
u(WIP);16;0;inv(high);mt(high)
u(WIP);17;0;inv(high);mt(high)
u(WIP);18;0;inv(high);mt(high)
u(WIP);19;0;inv(high);mt(high)
u(WIP);20;0;inv(high);mt(high)
i(End Item);1;0;inv(high);mt(high)
i(End Item);2;0;inv(high);mt(high)
i(End Item);3;0;inv(high);mt(high)
i(End Item);4;0;inv(high);mt(high)
i(End Item);5;0;inv(high);mt(high)
i(End Item);6;0;inv(high);mt(high)
i(End Item);7;0;inv(high);mt(high)
i(End Item);8;0;inv(high);mt(high)
i(End Item);9;0;inv(high);mt(high)
i(End Item);10;0;inv(high);mt(high)
i(End Item);11;0;inv(high);mt(high)
i(End Item);12;0;inv(high);mt(high)
i(End Item);13;0;inv(high);mt(high)
i(End Item);14;0;inv(high);mt(high)
i(End Item);15;0;inv(high);mt(high)
i(End Item);16;0;inv(high);mt(high)
i(End Item);17;0;inv(high);mt(high)
i(End Item);18;0;inv(high);mt(high)
i(End Item);19;0;inv(high);mt(high)
i(End Item);20;0;inv(high);mt(high)
